difficulty	qid	sid	text	type	dep	par	answer
Hard	fables-02-23	fables-02	Who tried to kill the bull?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	tried	try	_	VBD	_	0	root	_	_
3	to	to	_	TO	_	4	mark	_	_
4	kill	kill	_	VB	_	2	xcomp	_	_
5	the	the	_	DT	_	6	det	_	_
6	bull	bull	_	NN	_	4	dobj	_	_
7	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD tried) (S (VP (TO to) (VP (VB kill) (NP (DT the) (NN bull))))))) (. ?)))	the lion
Hard	blogs-01-19	blogs-01	Who blasted tear gas?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	blasted	blast	_	VBN	_	0	root	_	_
3	tear	tear	_	VB	_	2	xcomp	_	_
4	gas	gas	_	NN	_	3	dobj	_	_
5	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBN blasted) (S (VP (VB tear) (NP (NN gas)))))) (. ?)))	The police
Hard	blogs-01-20	blogs-01	Who created disorder?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	created	create	_	VBD	_	0	root	_	_
3	disorder	disorder	_	NN	_	2	dobj	_	_
4	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD created) (NP (NN disorder)))) (. ?)))	The people
Hard	blogs-01-21	blogs-01	Who fired a chemical weapon?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	fired	fire	_	VBD	_	0	root	_	_
3	a	a	_	DT	_	5	det	_	_
4	chemical	chemical	_	NN	_	5	amod	_	_
5	weapon	weapon	_	NN	_	2	dobj	_	_
6	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD fired) (NP (DT a) (NN chemical) (NN weapon)))) (. ?)))	The police
Hard	blogs-01-22	blogs-01	Who revolted?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	revolted	revolt	_	VBN	_	0	root	_	_
3	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBN revolted))) (. ?)))	The people
Hard	blogs-01-23	blogs-01	What combusted?	Sch	"1	What	what	_	WDT	_	2	nsubj	_	_
2	combusted	combust	_	VBN	_	0	root	_	_
3	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WDT What)) (SQ (VP (VBN combusted))) (. ?)))	a police car
Hard	blogs-01-24	blogs-01	Who was a slug fired at?	Sch	"1	Who	who	_	WP	_	5	dobj	_	_
2	was	be	_	VBD	_	1	cop	_	_
3	a	a	_	DT	_	4	det	_	_
4	slug	slug	_	NN	_	5	nsubj	_	_
5	fired	fire	_	VBD	_	0	root	_	_
6	at	at	_	IN	_	5	nmod	_	_
7	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VBD was) (NP (NP (DT a) (NN slug)) (SBAR (S (VP (VBD fired) (PP (IN at))))))) (. ?)))	The people
Hard	fables-04-14	fables-04	Who tried to drink some savory broth and failed?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	tried	try	_	VBD	_	0	root	_	_
3	to	to	_	TO	_	4	mark	_	_
4	drink	drink	_	VB	_	2	xcomp	_	_
5	some	some	_	DT	_	7	det	_	_
6	savory	savory	_	JJ	_	7	amod	_	_
7	broth	broth	_	NN	_	4	dobj	_	_
8	and	and	_	CC	_	4	cc	_	_
9	failed	fail	_	VBN	_	4	conj	_	_
10	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD tried) (S (VP (TO to) (VP (VB drink) (NP (NP (DT some) (JJ savory) (NN broth)) (CC and) (NP (VBN failed)))))))) (. ?)))	the stork
Hard	fables-04-15	fables-04	Who tried to drink some savory stock?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	tried	try	_	VBD	_	0	root	_	_
3	to	to	_	TO	_	4	mark	_	_
4	drink	drink	_	VB	_	2	xcomp	_	_
5	some	some	_	DT	_	7	det	_	_
6	savory	savory	_	JJ	_	7	amod	_	_
7	stock	stock	_	NN	_	4	dobj	_	_
8	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD tried) (S (VP (TO to) (VP (VB drink) (NP (DT some) (JJ savory) (NN stock))))))) (. ?)))	The stork
Hard	fables-04-16	fables-04	What did the canine serve?	Sch	"1	What	what	_	WP	_	5	dobj	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	canine	canine	_	JJ	_	5	nsubj	_	_
5	serve	serve	_	VB	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (JJ canine)) (VP (VB serve))) (. ?)))	some soup in a flat and large dish
Hard	fables-04-17	fables-04	Who attempted to drink some savory soup?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	attempted	attempt	_	VBD	_	0	root	_	_
3	to	to	_	TO	_	4	mark	_	_
4	drink	drink	_	VB	_	2	xcomp	_	_
5	some	some	_	DT	_	7	det	_	_
6	savory	savory	_	JJ	_	7	amod	_	_
7	soup	soup	_	NN	_	4	dobj	_	_
8	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD attempted) (S (VP (TO to) (VP (VB drink) (NP (DT some) (JJ savory) (NN soup))))))) (. ?)))	The stork
Hard	blogs-05-16	blogs-05	Who detected that the ankle of the narrator was observed?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	detected	detect	_	VBD	_	0	root	_	_
3	that	that	_	IN	_	10	mark	_	_
4	the	the	_	DT	_	5	det	_	_
5	ankle	ankle	_	NN	_	10	nsubjpass	_	_
6	of	of	_	IN	_	8	case	_	_
7	the	the	_	DT	_	8	det	_	_
8	narrator	narrator	_	NN	_	5	nmod	_	_
9	was	be	_	VBD	_	10	auxpass	_	_
10	observed	observe	_	VBN	_	2	ccomp	_	_
11	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD detected) (SBAR (IN that) (S (NP (NP (DT the) (NN ankle)) (PP (IN of) (NP (DT the) (NN narrator)))) (VP (VBD was) (VP (VBN observed))))))) (. ?)))	the narrator
Hard	blogs-05-17	blogs-05	What did the narrator raise?	Sch	"1	What	what	_	WP	_	5	dobj	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	narrator	narrator	_	NN	_	5	nsubj	_	_
5	raise	raise	_	VB	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NN narrator)) (VP (VB raise))) (. ?)))	the slip
Hard	blogs-05-20	blogs-05	What did the narrator see the group of students for?	Sch	"1	What	what	_	WP	_	5	dep	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	narrator	narrator	_	NN	_	5	nsubj	_	_
5	see	see	_	VB	_	0	root	_	_
6	the	the	_	DT	_	7	det	_	_
7	group	group	_	NN	_	5	dobj	_	_
8	of	of	_	IN	_	9	case	_	_
9	students	student	_	NNS	_	7	nmod	_	_
10	for	for	_	IN	_	5	nmod	_	_
11	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NN narrator)) (VP (VB see) (NP (NP (DT the) (NN group)) (PP (IN of) (NP (NNS students)))) (PP (IN for)))) (. ?)))	presence
Hard	fables-05-14	fables-05	Who was stealing the chicken?	Sch	"1	Who	who	_	WP	_	3	nsubj	_	_
2	was	be	_	VBD	_	3	aux	_	_
3	stealing	steal	_	VBG	_	0	root	_	_
4	the	the	_	DT	_	5	det	_	_
5	chicken	chicken	_	NN	_	3	dobj	_	_
6	?	?	_	.	_	3	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VBD was) (VP (VBG stealing) (NP (DT the) (NN chicken)))) (. ?)))	The fox
Hard	fables-05-15	fables-05	What did the agriculturist ignite?	Sch	"1	What	what	_	WP	_	5	dobj	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	agriculturist	agriculturist	_	NN	_	5	nsubj	_	_
5	ignite	ignite	_	VB	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NN agriculturist)) (VP (VB ignite))) (. ?)))	the fiber
Hard	fables-05-16	fables-05	Who did the agriculturist unloosen?	Sch	"1	Who	who	_	WP	_	0	root	_	_
2	did	do	_	VBD	_	1	dep	_	_
3	the	the	_	DT	_	5	det	_	_
4	agriculturist	agriculturist	_	NN	_	5	compound	_	_
5	unloosen	unloosen	_	NN	_	2	dobj	_	_
6	?	?	_	.	_	1	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD did) (NP (DT the) (NN agriculturist) (NN unloosen)))) (. ?)))	the fox
Hard	blogs-02-17	blogs-02	What did the narrator go into?	Sch	"1	What	what	_	WP	_	5	dobj	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	narrator	narrator	_	NN	_	5	nsubj	_	_
5	go	go	_	VB	_	0	root	_	_
6	into	into	_	IN	_	5	nmod	_	_
7	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NN narrator)) (VP (VB go) (PP (IN into)))) (. ?)))	the house of the narrator
Hard	blogs-02-18	blogs-02	Who was catching some Zs?	Sch	"1	Who	who	_	WP	_	3	nsubj	_	_
2	was	be	_	VBD	_	3	aux	_	_
3	catching	catch	_	VBG	_	0	root	_	_
4	some	some	_	DT	_	5	det	_	_
5	Z	z	_	NN	_	3	dobj	_	_
6	's	's	_	POS	_	5	case	_	_
7	?	?	_	.	_	3	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VBD was) (VP (VBG catching) (S (NP (DT some) (NN Z) (POS 's))))) (. ?)))	The family of the narrator
Hard	blogs-02-19	blogs-02	Who walked in the house of the narrator?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	walked	walk	_	VBD	_	0	root	_	_
3	in	in	_	IN	_	5	case	_	_
4	the	the	_	DT	_	5	det	_	_
5	house	house	_	NN	_	2	nmod	_	_
6	of	of	_	IN	_	8	case	_	_
7	the	the	_	DT	_	8	det	_	_
8	narrator	narrator	_	NN	_	5	nmod	_	_
9	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD walked) (PP (IN in) (NP (NP (DT the) (NN house)) (PP (IN of) (NP (DT the) (NN narrator))))))) (. ?)))	The narrator
Hard	blogs-02-20	blogs-02	What did the narrator perceive?	Sch	"1	What	what	_	WP	_	5	dobj	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	narrator	narrator	_	NN	_	5	nsubj	_	_
5	perceive	perceive	_	VB	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NN narrator)) (VP (VB perceive))) (. ?)))	Some bright flash
Hard	blogs-04-15	blogs-04	Where did the birds form themselves?	Sch	"1	Where	where	_	WRB	_	5	advmod	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	birds	bird	_	NNS	_	5	nsubj	_	_
5	form	form	_	VBP	_	0	root	_	_
6	themselves	themselves	_	PRP	_	5	dobj	_	_
7	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VBD did) (NP (DT the) (NNS birds)) (VP (VBP form) (NP (PRP themselves)))) (. ?)))	on the deck's railing
Hard	fables-03-22	fables-03	Who swooped towards a snake?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	swooped	swoop	_	VBD	_	0	root	_	_
3	towards	towards	_	IN	_	5	case	_	_
4	a	a	_	DT	_	5	det	_	_
5	snake	snake	_	NN	_	2	nmod	_	_
6	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD swooped) (PP (IN towards) (NP (DT a) (NN snake))))) (. ?)))	An eagle
Hard	fables-03-23	fables-03	Who spiraled around the eagle?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	spiraled	spiral	_	VBD	_	0	root	_	_
3	around	around	_	IN	_	5	case	_	_
4	the	the	_	DT	_	5	det	_	_
5	eagle	eagle	_	NN	_	2	nmod	_	_
6	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD spiraled) (PP (IN around) (NP (DT the) (NN eagle))))) (. ?)))	an eagle
Hard	fables-03-24	fables-03	What did the bird of prey descend toward?	Sch	"1	What	what	_	WP	_	0	root	_	_
2	did	do	_	VBD	_	1	nsubj	_	_
3	the	the	_	DT	_	4	det	_	_
4	bird	bird	_	NN	_	2	dobj	_	_
5	of	of	_	IN	_	7	case	_	_
6	prey	prey	_	NN	_	7	compound	_	_
7	descend	descend	_	NN	_	4	nmod	_	_
8	toward	toward	_	IN	_	4	acl	_	_
9	?	?	_	.	_	1	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VP (VBD did) (NP (NP (DT the) (NN bird)) (PP (IN of) (NP (NN prey) (NN descend)))) (PP (IN toward)))) (. ?)))	A serpent
Hard	fables-03-25	fables-03	Who skirmished with the serpent?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	skirmished	skirmish	_	VBD	_	0	root	_	_
3	with	with	_	IN	_	5	case	_	_
4	the	the	_	DT	_	5	det	_	_
5	serpent	serpent	_	NN	_	2	nmod	_	_
6	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD skirmished) (PP (IN with) (NP (DT the) (NN serpent))))) (. ?)))	the eagle
Hard	fables-03-26	fables-03	Who tried to support the eagle?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	tried	try	_	VBD	_	0	root	_	_
3	to	to	_	TO	_	4	mark	_	_
4	support	support	_	VB	_	2	xcomp	_	_
5	the	the	_	DT	_	6	det	_	_
6	eagle	eagle	_	NN	_	4	dobj	_	_
7	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD tried) (S (VP (TO to) (VP (VB support) (NP (DT the) (NN eagle))))))) (. ?)))	The countryman
Hard	fables-03-27	fables-03	Where did the serpent spat some toxin?	Sch	"1	Where	where	_	WRB	_	5	advmod	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	serpent	serpent	_	NN	_	5	nsubj	_	_
5	spat	spit	_	VBD	_	0	root	_	_
6	some	some	_	DT	_	7	det	_	_
7	toxin	toxin	_	NN	_	5	dobj	_	_
8	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VBD did) (NP (DT the) (NN serpent)) (VP (VBD spat) (NP (DT some) (NN toxin)))) (. ?)))	The drinking vessel
Hard	mc500.train.25.2	mc500.train.25	What did Cindy throw?	Story	"1	What	what	_	WP	_	4	dobj	_	_
2	did	do	_	VBD	_	4	aux	_	_
3	Cindy	Cindy	_	NNP	_	4	nsubj	_	_
4	throw	throw	_	VB	_	0	root	_	_
5	?	?	_	.	_	4	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (NNP Cindy)) (VP (VB throw))) (. ?)))	rocks
Hard	mc500.train.25.3	mc500.train.25	Who did Maxine meet?	Story	"1	Who	who	_	WP	_	4	dobj	_	_
2	did	do	_	VBD	_	4	aux	_	_
3	Maxine	Maxine	_	NNP	_	4	nsubj	_	_
4	meet	meet	_	VB	_	0	root	_	_
5	?	?	_	.	_	4	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VBD did) (NP (NNP Maxine)) (VP (VB meet))) (. ?)))	a new friend
Hard	mc500.train.0.18	mc500.train.0	Did Alyssa take a long trip?	Story	"1	Did	do	_	VBD	_	3	aux	_	_
2	Alyssa	Alyssa	_	NNP	_	3	nsubj	_	_
3	take	take	_	VB	_	0	root	_	_
4	a	a	_	DT	_	6	det	_	_
5	long	long	_	JJ	_	6	amod	_	_
6	trip	trip	_	NN	_	3	dobj	_	_
7	?	?	_	.	_	3	punct	_	_"	(ROOT (SQ (VBD Did) (NP (NNP Alyssa)) (VP (VB take) (NP (DT a) (JJ long) (NN trip))) (. ?)))	yes
Hard	mc500.train.0.19	mc500.train.0	What city is Alyssa in?	Story	"1	What	what	_	WDT	_	2	det	_	_
2	city	city	_	NN	_	3	nsubj	_	_
3	is	be	_	VBZ	_	0	root	_	_
4	Alyssa	Alyssa	_	NNP	_	3	nsubj	_	_
5	in	in	_	IN	_	3	dep	_	_
6	?	?	_	.	_	3	punct	_	_"	(ROOT (SBARQ (WHNP (WDT What) (NN city)) (SQ (VBZ is) (NP (NNP Alyssa)) (PP (IN in))) (. ?)))	Miami
Hard	mc500.train.23.23	mc500.train.23	What was on the front page of the newspaper?	Story	"1	What	what	_	WP	_	6	nsubj	_	_
2	was	be	_	VBD	_	6	cop	_	_
3	on	on	_	IN	_	6	case	_	_
4	the	the	_	DT	_	6	det	_	_
5	front	front	_	JJ	_	6	amod	_	_
6	page	page	_	NN	_	0	root	_	_
7	of	of	_	IN	_	9	case	_	_
8	the	the	_	DT	_	9	det	_	_
9	newspaper	newspaper	_	NN	_	6	nmod	_	_
10	?	?	_	.	_	6	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VP (VBD was) (PP (IN on) (NP (NP (DT the) (JJ front) (NN page)) (PP (IN of) (NP (DT the) (NN newspaper))))))) (. ?)))	a picture of an elephant
Hard	mc500.train.23.24	mc500.train.23	why weren't there any peanuts left?	Story	"1	why	why	_	WRB	_	7	advmod	_	_
2	were	be	_	VBD	_	7	auxpass	_	_
3	n't	not	_	RB	_	7	neg	_	_
4	there	there	_	RB	_	7	advmod	_	_
5	any	any	_	DT	_	6	det	_	_
6	peanuts	peanut	_	NNS	_	7	nsubjpass	_	_
7	left	leave	_	VBN	_	0	root	_	_
8	?	?	_	.	_	7	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB why)) (SQ (VBD were) (RB n't) (VP (ADVP (RB there) (NP (DT any) (NNS peanuts))) (VBN left))) (. ?)))	Andrew and his dad ate them
Hard	mc500.train.18.22	mc500.train.18	What did she tie together with a string?	Story	"1	What	what	_	WP	_	4	dobj	_	_
2	did	do	_	VBD	_	4	aux	_	_
3	she	she	_	PRP	_	4	nsubj	_	_
4	tie	tie	_	VB	_	0	root	_	_
5	together	together	_	RB	_	4	advmod	_	_
6	with	with	_	IN	_	8	case	_	_
7	a	a	_	DT	_	8	det	_	_
8	string	string	_	NN	_	4	nmod	_	_
9	?	?	_	.	_	4	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (PRP she)) (VP (VB tie) (ADVP (RB together)) (PP (IN with) (NP (DT a) (NN string))))) (. ?)))	the flowers
Hard	mc500.train.18.23	mc500.train.18	where did she pick flowers flowers?	Story	"1	where	where	_	WRB	_	4	advmod	_	_
2	did	do	_	VBD	_	4	aux	_	_
3	she	she	_	PRP	_	4	nsubj	_	_
4	pick	pick	_	VB	_	0	root	_	_
5	flowers	flower	_	NNS	_	6	compound	_	_
6	flowers	flower	_	NNS	_	4	dobj	_	_
7	?	?	_	.	_	4	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB where)) (SQ (VBD did) (NP (PRP she)) (VP (VB pick) (NP (NNS flowers) (NNS flowers)))) (. ?)))	her back yard
Medium	fables-06-10	fables-06	What woke up the lion?	Story	"1	What	what	_	WDT	_	2	nsubj	_	_
2	woke	wake	_	VBD	_	0	root	_	_
3	up	up	_	RP	_	2	compound:prt	_	_
4	the	the	_	DT	_	5	det	_	_
5	lion	lion	_	NN	_	2	dobj	_	_
6	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WDT What)) (SQ (VP (VBD woke) (PRT (RP up)) (NP (DT the) (NN lion)))) (. ?)))	a mouse
Medium	fables-06-11	fables-06	Why did the trapper spread some net?	Sch	"1	Why	why	_	WRB	_	5	advmod	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	trapper	trapper	_	NN	_	5	nsubj	_	_
5	spread	spread	_	VBD	_	0	root	_	_
6	some	some	_	DT	_	7	det	_	_
7	net	net	_	NN	_	5	dobj	_	_
8	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHADVP (WRB Why)) (SQ (VBD did) (NP (DT the) (NN trapper)) (VP (VBD spread) (NP (DT some) (NN net)))) (. ?)))	in order to catch a big game
Medium	fables-06-12	fables-06	Who entreated the lion?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	entreated	entreat	_	VBN	_	0	root	_	_
3	the	the	_	DT	_	4	det	_	_
4	lion	lion	_	NN	_	2	dobj	_	_
5	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBN entreated) (NP (DT the) (NN lion)))) (. ?)))	the mouse
Medium	fables-06-13	fables-06	What did the mouse recognize?	Sch	"1	What	what	_	WP	_	5	dobj	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	mouse	mouse	_	NN	_	5	nsubj	_	_
5	recognize	recognize	_	VB	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NN mouse)) (VP (VB recognize))) (. ?)))	the voice of the lion
Medium	fables-06-14	fables-06	What did the mouse recognise?	Story	"1	What	what	_	WP	_	5	dobj	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	mouse	mouse	_	NN	_	5	nsubj	_	_
5	recognise	recognise	_	VB	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NN mouse)) (VP (VB recognise))) (. ?)))	his roars of anger
Medium	fables-06-15	fables-06	What were the ropes gnawed with?	Story	"1	What	what	_	WP	_	5	dobj	_	_
2	were	be	_	VBD	_	1	cop	_	_
3	the	the	_	DT	_	4	det	_	_
4	ropes	rope	_	NNS	_	5	nsubj	_	_
5	gnawed	gnaw	_	VBD	_	0	root	_	_
6	with	with	_	IN	_	5	nmod	_	_
7	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD were) (NP (NP (DT the) (NNS ropes)) (SBAR (S (VP (VBD gnawed) (PP (IN with))))))) (. ?)))	its teeth
Medium	fables-06-21	fables-06	What seized the mouse?	Sch	"1	What	what	_	WDT	_	2	nsubj	_	_
2	seized	seize	_	VBD	_	0	root	_	_
3	the	the	_	DT	_	4	det	_	_
4	mouse	mouse	_	NN	_	2	dobj	_	_
5	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WDT What)) (SQ (VP (VBD seized) (NP (DT the) (NN mouse)))) (. ?)))	the lion
Medium	fables-06-22	fables-06	What did the Lion seize the mouse with?	Sch	"1	What	what	_	WP	_	5	dep	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	Lion	Lion	_	NNP	_	5	nsubj	_	_
5	seize	seize	_	VB	_	0	root	_	_
6	the	the	_	DT	_	7	det	_	_
7	mouse	mouse	_	NN	_	5	dobj	_	_
8	with	with	_	IN	_	5	nmod	_	_
9	?	?	_	.	_	5	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NNP Lion)) (VP (VB seize) (NP (DT the) (NN mouse)) (PP (IN with)))) (. ?)))	the paw of the lion
Medium	fables-06-23	fables-06	What did it set to work to gnaw?	Story	"1	What	what	_	WP	_	4	dep	_	_
2	did	do	_	VBD	_	4	aux	_	_
3	it	it	_	PRP	_	4	nsubj	_	_
4	set	set	_	VBD	_	0	root	_	_
5	to	to	_	TO	_	6	mark	_	_
6	work	work	_	VB	_	4	xcomp	_	_
7	to	to	_	TO	_	8	mark	_	_
8	gnaw	gnaw	_	VB	_	6	xcomp	_	_
9	?	?	_	.	_	4	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (PRP it)) (VP (VBD set) (S (VP (TO to) (VP (VB work) (S (VP (TO to) (VP (VB gnaw))))))))) (. ?)))	the ropes
Medium	fables-06-24	fables-06	What did it gnaw the ropes with?	Story	"1	What	what	_	WP	_	4	dep	_	_
2	did	do	_	VBD	_	4	aux	_	_
3	it	it	_	PRP	_	4	nsubj	_	_
4	gnaw	gnaw	_	VB	_	0	root	_	_
5	the	the	_	DT	_	6	det	_	_
6	ropes	rope	_	NNS	_	4	dobj	_	_
7	with	with	_	IN	_	4	nmod	_	_
8	?	?	_	.	_	4	punct	_	_"	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (PRP it)) (VP (VB gnaw) (NP (DT the) (NNS ropes)) (PP (IN with)))) (. ?)))	its teeth
Medium	blogs-03-10	blogs-03	Who filled the container of some gasoline?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	filled	fill	_	VBD	_	0	root	_	_
3	the	the	_	DT	_	4	det	_	_
4	container	container	_	NN	_	2	dobj	_	_
5	of	of	_	IN	_	7	case	_	_
6	some	some	_	DT	_	7	det	_	_
7	gasoline	gasoline	_	NN	_	4	nmod	_	_
8	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD filled) (NP (NP (DT the) (NN container)) (PP (IN of) (NP (DT some) (NN gasoline)))))) (. ?)))	the narrator
Medium	blogs-03-11	blogs-03	Who had a group of oak trees?	Sch	"1	Who	who	_	WP	_	2	nsubj	_	_
2	had	have	_	VBD	_	0	root	_	_
3	a	a	_	DT	_	4	det	_	_
4	group	group	_	NN	_	2	dobj	_	_
5	of	of	_	IN	_	7	case	_	_
6	oak	oak	_	NN	_	7	compound	_	_
7	trees	tree	_	NNS	_	4	nmod	_	_
8	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD had) (NP (NP (DT a) (NN group)) (PP (IN of) (NP (NN oak) (NNS trees)))))) (. ?)))	an area of a neighborhood of the narrator
Medium	blogs-03-12	blogs-03	What fell on the yard of a neighbor?	Sch	"1	What	what	_	WDT	_	2	nsubj	_	_
2	fell	fall	_	VBD	_	0	root	_	_
3	on	on	_	IN	_	5	case	_	_
4	the	the	_	DT	_	5	det	_	_
5	yard	yard	_	NN	_	2	nmod	_	_
6	of	of	_	IN	_	8	case	_	_
7	a	a	_	DT	_	8	det	_	_
8	neighbor	neighbor	_	NN	_	5	nmod	_	_
9	?	?	_	.	_	2	punct	_	_"	(ROOT (SBARQ (WHNP (WDT What)) (SQ (VP (VBD fell) (PP (IN on) (NP (NP (DT the) (NN yard)) (PP (IN of) (NP (DT a) (NN neighbor))))))) (. ?)))	the tree
